,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,basic_time_diff,Response_time_diff
10276,10277,107.342855,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39194; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9194.0,Read,Holding,Registers,0.0004250000000070031,
10277,10278,107.343237,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39194; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9194.0,Read,Holding,Registers,0.00038200000000188084,0.0008070000000088839
10278,10279,107.34361,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39195; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9195.0,Write,Multiple,Registers,0.00037299999999618194,
10279,10280,107.343977,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39195; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9195.0,Write,Multiple,Registers,0.00036699999999711963,0.0007399999999933016
10280,10281,107.443432,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39196; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9196.0,Read,Discrete,Inputs,0.09945500000000607,
10281,10282,107.444262,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39196; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9196.0,Read,Discrete,Inputs,0.0008299999999934471,0.10028499999999951
10282,10283,107.444685,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39197; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9197.0,Write,Multiple,Coils,0.0004230000000120526,
10283,10284,107.445247,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39197; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9197.0,Write,Multiple,Coils,0.000561999999987961,0.0009850000000000136
10284,10285,107.44559,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39198; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9198.0,Read,Input,Registers,0.0003430000000008704,
10285,10286,107.446666,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39198; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9198.0,Read,Input,Registers,0.0010759999999976344,0.0014189999999985048
10286,10287,107.447028,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39199; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9199.0,Read,Holding,Registers,0.0003620000000097434,
10287,10288,107.447709,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39199; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9199.0,Read,Holding,Registers,0.0006810000000001537,0.0010430000000098971
10288,10289,107.448042,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39200; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9200.0,Write,Multiple,Registers,0.00033299999999769625,
10289,10290,107.448548,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39200; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9200.0,Write,Multiple,Registers,0.0005060000000014497,0.000838999999999146
10290,10291,107.548426,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39201; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9201.0,Read,Discrete,Inputs,0.09987800000000391,
10291,10292,107.549064,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39201; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9201.0,Read,Discrete,Inputs,0.0006379999999950314,0.10051599999999894
10292,10293,107.549701,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39202; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9202.0,Write,Multiple,Coils,0.0006369999999975562,
10293,10294,107.550085,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39202; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9202.0,Write,Multiple,Coils,0.0003839999999968313,0.0010209999999943875
10294,10295,107.550529,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39203; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9203.0,Read,Input,Registers,0.0004440000000016653,
10295,10296,107.55092,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39203; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9203.0,Read,Input,Registers,0.00039100000000757973,0.000835000000009245
10296,10297,107.551458,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39204; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9204.0,Read,Holding,Registers,0.0005379999999917118,
10297,10298,107.551916,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39204; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9204.0,Read,Holding,Registers,0.00045800000000895125,0.000996000000000663
10298,10299,107.552405,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39205; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9205.0,Write,Multiple,Registers,0.0004889999999875272,
10299,10300,107.55276,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39205; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9205.0,Write,Multiple,Registers,0.00035500000001320586,0.000844000000000733
10300,10301,107.652312,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39206; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9206.0,Read,Discrete,Inputs,0.09955199999998854,
10301,10302,107.652809,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39206; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9206.0,Read,Discrete,Inputs,0.0004970000000099617,0.1000489999999985
10302,10303,107.653079,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39207; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9207.0,Write,Multiple,Coils,0.00027000000000043656,
10303,10304,107.653379,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39207; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9207.0,Write,Multiple,Coils,0.0002999999999957481,0.0005699999999961847
10304,10305,107.653558,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39208; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9208.0,Read,Input,Registers,0.0001790000000028158,
10305,10306,107.653846,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39208; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9208.0,Read,Input,Registers,0.0002879999999976235,0.0004670000000004393
10306,10307,107.654074,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39209; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9209.0,Read,Holding,Registers,0.00022799999999278953,
10307,10308,107.654374,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39209; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9209.0,Read,Holding,Registers,0.00030000000000995897,0.0005280000000027485
10308,10309,107.654611,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39210; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9210.0,Write,Multiple,Registers,0.00023699999999848842,
10309,10310,107.654899,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39210; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9210.0,Write,Multiple,Registers,0.0002879999999976235,0.0005249999999961119
10310,10311,107.754388,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39211; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9211.0,Read,Discrete,Inputs,0.09948900000000549,
10311,10312,107.754991,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39211; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9211.0,Read,Discrete,Inputs,0.0006029999999981328,0.10009200000000362
10312,10313,107.755327,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39212; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9212.0,Write,Multiple,Coils,0.000335999999990122,
10313,10314,107.755743,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39212; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9212.0,Write,Multiple,Coils,0.0004160000000013042,0.0007519999999914262
10314,10315,107.75588,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39213; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9213.0,Read,Input,Registers,0.00013700000000937962,
10315,10316,107.756248,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39213; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9213.0,Read,Input,Registers,0.0003679999999945949,0.0005050000000039745
10316,10317,107.756407,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39214; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9214.0,Read,Holding,Registers,0.00015899999999646752,
10317,10318,107.756783,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39214; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9214.0,Read,Holding,Registers,0.0003760000000028185,0.000534999999999286
10318,10319,107.756942,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39215; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9215.0,Write,Multiple,Registers,0.00015899999999646752,
10319,10320,107.757328,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39215; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9215.0,Write,Multiple,Registers,0.00038600000000599266,0.0005450000000024602
10320,10321,107.857342,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39216; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9216.0,Read,Discrete,Inputs,0.1000140000000016,
10321,10322,107.85794,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39216; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9216.0,Read,Discrete,Inputs,0.0005979999999965457,0.10061199999999815
10322,10323,107.858174,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39217; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9217.0,Write,Multiple,Coils,0.0002340000000060627,
10323,10324,107.858685,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39217; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9217.0,Write,Multiple,Coils,0.000510999999988826,0.0007449999999948886
10324,10325,107.858867,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39218; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9218.0,Read,Input,Registers,0.00018200000000945238,
10325,10326,107.859336,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39218; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9218.0,Read,Input,Registers,0.00046899999999538977,0.0006510000000048421
10326,10327,107.859542,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39219; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9219.0,Read,Holding,Registers,0.00020600000000570162,
10327,10328,107.859992,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39219; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9219.0,Read,Holding,Registers,0.0004500000000007276,0.0006560000000064292
10328,10329,107.860198,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39220; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9220.0,Write,Multiple,Registers,0.00020599999999149077,
10329,10330,107.860588,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39220; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9220.0,Write,Multiple,Registers,0.0003900000000101045,0.0005960000000015953
10330,10331,107.960498,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39221; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9221.0,Read,Discrete,Inputs,0.09990999999999417,
10331,10332,107.96113,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39221; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9221.0,Read,Discrete,Inputs,0.0006319999999959691,0.10054199999999014
10332,10333,107.961766,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39222; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9222.0,Write,Multiple,Coils,0.0006360000000000809,
10333,10334,107.962316,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39222; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9222.0,Write,Multiple,Coils,0.0005500000000040473,0.0011860000000041282
10334,10335,107.96282,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39223; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9223.0,Read,Input,Registers,0.0005039999999922884,
10335,10336,107.963368,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39223; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9223.0,Read,Input,Registers,0.0005480000000090968,0.0010520000000013852
10336,10337,107.963879,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39224; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9224.0,Read,Holding,Registers,0.0005110000000030368,
10337,10338,107.964308,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39224; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9224.0,Read,Holding,Registers,0.0004289999999969041,0.0009399999999999409
10338,10339,107.964659,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39225; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9225.0,Write,Multiple,Registers,0.0003509999999948832,
10339,10340,107.965087,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39225; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9225.0,Write,Multiple,Registers,0.00042799999999942884,0.000778999999994312
10340,10341,108.065417,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39226; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9226.0,Read,Discrete,Inputs,0.10032999999999959,
10341,10342,108.066527,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39226; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9226.0,Read,Discrete,Inputs,0.0011099999999970578,0.10143999999999664
10342,10343,108.06718,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39227; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9227.0,Write,Multiple,Coils,0.0006529999999997926,
10343,10344,108.067968,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39227; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9227.0,Write,Multiple,Coils,0.0007880000000000109,0.0014409999999998035
10344,10345,108.068382,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39228; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9228.0,Read,Input,Registers,0.00041400000000635373,
10345,10346,108.068839,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39228; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9228.0,Read,Input,Registers,0.00045699999999726515,0.0008710000000036189
10346,10347,108.069206,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39229; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9229.0,Read,Holding,Registers,0.00036699999999711963,
10347,10348,108.069659,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39229; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9229.0,Read,Holding,Registers,0.0004530000000073642,0.0008200000000044838
10348,10349,108.069997,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39230; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9230.0,Write,Multiple,Registers,0.0003379999999992833,
10349,10350,108.070413,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39230; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9230.0,Write,Multiple,Registers,0.0004160000000013042,0.0007540000000005875
10351,10352,108.170403,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39231; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9231.0,Read,Discrete,Inputs,0.09998999999999114,
10352,10353,108.170976,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39231; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9231.0,Read,Discrete,Inputs,0.0005730000000028213,0.10056299999999396
10353,10354,108.171632,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39232; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9232.0,Write,Multiple,Coils,0.0006560000000064292,
10354,10355,108.172106,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39232; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9232.0,Write,Multiple,Coils,0.00047399999999697684,0.001130000000003406
10355,10356,108.172581,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39233; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9233.0,Read,Input,Registers,0.0004749999999944521,
10356,10357,108.173234,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39233; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9233.0,Read,Input,Registers,0.0006529999999997926,0.0011279999999942447
10357,10358,108.173767,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39234; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9234.0,Read,Holding,Registers,0.0005330000000043356,
10358,10359,108.174309,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39234; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9234.0,Read,Holding,Registers,0.0005419999999958236,0.0010750000000001592
10359,10360,108.174768,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39235; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9235.0,Write,Multiple,Registers,0.0004590000000064265,
10360,10361,108.175106,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39235; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9235.0,Write,Multiple,Registers,0.0003379999999992833,0.0007970000000057098
10361,10362,108.27542,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39236; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9236.0,Read,Discrete,Inputs,0.10031399999999735,
10362,10363,108.290463,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39236; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9236.0,Read,Discrete,Inputs,0.01504300000000569,0.11535700000000304
10363,10364,108.291129,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39237; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9237.0,Write,Multiple,Coils,0.0006659999999953925,
10364,10365,108.291748,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39237; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9237.0,Write,Multiple,Coils,0.0006190000000003693,0.0012849999999957618
10365,10366,108.292221,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39238; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9238.0,Read,Input,Registers,0.0004729999999995016,
10366,10367,108.292656,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39238; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9238.0,Read,Input,Registers,0.0004349999999959664,0.000907999999995468
10367,10368,108.293207,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39239; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9239.0,Read,Holding,Registers,0.0005510000000015225,
10368,10369,108.293585,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39239; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9239.0,Read,Holding,Registers,0.000377999999997769,0.0009289999999992915
10369,10370,108.293934,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39240; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9240.0,Write,Multiple,Registers,0.0003489999999999327,
10370,10371,108.294449,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39240; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9240.0,Write,Multiple,Registers,0.0005150000000071486,0.0008640000000070813
10371,10372,108.394332,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39241; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9241.0,Read,Discrete,Inputs,0.0998830000000055,
10372,10373,108.395174,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39241; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9241.0,Read,Discrete,Inputs,0.0008419999999915717,0.10072499999999707
10373,10374,108.395362,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39242; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9242.0,Write,Multiple,Coils,0.0001880000000085147,
10374,10375,108.395738,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39242; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9242.0,Write,Multiple,Coils,0.00037599999998860767,0.0005639999999971224
10375,10376,108.395866,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39243; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9243.0,Read,Input,Registers,0.00012800000000368073,
10376,10377,108.396168,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39243; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9243.0,Read,Input,Registers,0.00030200000000490945,0.0004300000000085902
10377,10378,108.396369,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39244; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9244.0,Read,Holding,Registers,0.00020100000000411455,
10378,10379,108.396656,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39244; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9244.0,Read,Holding,Registers,0.0002869999999859374,0.00048799999999005195
10379,10380,108.396816,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39245; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9245.0,Write,Multiple,Registers,0.00016000000000815362,
10380,10381,108.397133,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39245; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9245.0,Write,Multiple,Registers,0.0003169999999954598,0.0004770000000036134
10382,10383,108.497437,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39246; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9246.0,Read,Discrete,Inputs,0.10030400000000839,
10383,10384,108.498557,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39246; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9246.0,Read,Discrete,Inputs,0.001120000000000232,0.10142400000000862
10384,10385,108.499216,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39247; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9247.0,Write,Multiple,Coils,0.000658999999998855,
10385,10386,108.500011,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39247; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9247.0,Write,Multiple,Coils,0.0007949999999965485,0.0014539999999954034
10386,10387,108.500486,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39248; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9248.0,Read,Input,Registers,0.0004749999999944521,
10387,10388,108.501105,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39248; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9248.0,Read,Input,Registers,0.0006190000000003693,0.0010939999999948213
10388,10389,108.501784,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39249; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9249.0,Read,Holding,Registers,0.0006790000000052032,
10389,10390,108.502441,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 39249; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9249.0,Read,Holding,Registers,0.0006570000000039045,0.0013360000000091077
10390,10391,108.502811,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 39250; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9250.0,Write,Multiple,Registers,0.00036999999998954536,
10391,10392,108.503348,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39250; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9250.0,Write,Multiple,Registers,0.0005370000000084474,0.0009069999999979927
10392,10393,108.603461,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 39251; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9251.0,Read,Discrete,Inputs,0.10011299999999324,
10393,10394,108.603984,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 39251; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9251.0,Read,Discrete,Inputs,0.0005230000000011614,0.1006359999999944
10394,10395,108.604451,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 39252; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9252.0,Write,Multiple,Coils,0.0004670000000004393,
10395,10396,108.604889,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 39252; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9252.0,Write,Multiple,Coils,0.000438000000002603,0.0009050000000030423
