,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,basic_time_diff,Response_time_diff
1386,1387,14.427764,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34825; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4825.0,Write,Multiple,Registers,0.00043799999999905026,
1388,1389,14.528012,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34826; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4826.0,Read,Discrete,Inputs,0.10024800000000056,0.12239600000000017
1389,1390,14.55016,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34826; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4826.0,Read,Discrete,Inputs,0.022147999999999612,
1390,1391,14.550644,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34827; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4827.0,Write,Multiple,Coils,0.000484000000000151,0.0015579999999992822
1391,1392,14.551718,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34827; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4827.0,Write,Multiple,Coils,0.0010739999999991312,
1392,1393,14.551963,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34828; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4828.0,Read,Input,Registers,0.000245000000001383,0.0010830000000012774
1393,1394,14.552801,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34828; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4828.0,Read,Input,Registers,0.0008379999999998944,
1394,1395,14.553114,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34829; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4829.0,Read,Holding,Registers,0.00031300000000022976,0.0008979999999993993
1395,1396,14.553699,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34829; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4829.0,Read,Holding,Registers,0.0005849999999991695,
1396,1397,14.554035,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34830; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4830.0,Write,Multiple,Registers,0.0003360000000007801,0.0009110000000003282
1397,1398,14.55461,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34830; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4830.0,Write,Multiple,Registers,0.0005749999999995481,
1398,1399,14.654042,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34831; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4831.0,Read,Discrete,Inputs,0.09943200000000019,0.10047400000000017
1399,1400,14.655084,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34831; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4831.0,Read,Discrete,Inputs,0.0010419999999999874,
1400,1401,14.655468,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34832; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4832.0,Write,Multiple,Coils,0.00038400000000038403,0.0011179999999999524
1401,1402,14.656202,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34832; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4832.0,Write,Multiple,Coils,0.0007339999999995683,
1402,1403,14.656462,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34833; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4833.0,Read,Input,Registers,0.0002599999999990388,0.0007850000000004798
1403,1404,14.656987,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34833; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4833.0,Read,Input,Registers,0.000525000000001441,
1404,1405,14.6573,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34834; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4834.0,Read,Holding,Registers,0.0003129999999984534,0.0007699999999992713
1405,1406,14.657757,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34834; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4834.0,Read,Holding,Registers,0.00045700000000081786,
1406,1407,14.657992,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34835; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4835.0,Write,Multiple,Registers,0.00023499999999998522,0.0005899999999989802
1407,1408,14.658347,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34835; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4835.0,Write,Multiple,Registers,0.000354999999998995,
1408,1409,14.758058,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34836; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4836.0,Read,Discrete,Inputs,0.099711000000001,0.10053800000000024
1409,1410,14.758885,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34836; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4836.0,Read,Discrete,Inputs,0.000826999999999245,
1410,1411,14.759554,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34837; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4837.0,Write,Multiple,Coils,0.0006690000000002527,0.0013300000000011636
1411,1412,14.760215,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34837; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4837.0,Write,Multiple,Coils,0.0006610000000009109,
1412,1413,14.760482,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34838; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4838.0,Read,Input,Registers,0.00026699999999912905,0.001194999999999169
1413,1414,14.76141,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34838; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4838.0,Read,Input,Registers,0.0009280000000000399,
1414,1415,14.762583,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34839; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4839.0,Read,Holding,Registers,0.0011729999999996465,0.002048000000000272
1415,1416,14.763458,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34839; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4839.0,Read,Holding,Registers,0.0008750000000006253,
1416,1417,14.763922,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34840; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4840.0,Write,Multiple,Registers,0.00046400000000090813,0.0008510000000008233
1417,1418,14.764309,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34840; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4840.0,Write,Multiple,Registers,0.0003869999999999152,
1418,1419,14.86409,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34841; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4841.0,Read,Discrete,Inputs,0.09978099999999834,0.10044699999999906
1419,1420,14.864756,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34841; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4841.0,Read,Discrete,Inputs,0.0006660000000007216,
1420,1421,14.865073,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34842; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4842.0,Write,Multiple,Coils,0.0003170000000007889,0.0007540000000005875
1421,1422,14.86551,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34842; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4842.0,Write,Multiple,Coils,0.00043699999999979866,
1422,1423,14.865808,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34843; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4843.0,Read,Input,Registers,0.00029799999999902127,0.0006959999999995858
1423,1424,14.866206,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34843; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4843.0,Read,Input,Registers,0.00039800000000056457,
1424,1425,14.86655,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34844; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4844.0,Read,Holding,Registers,0.000344000000000122,0.0006850000000007128
1425,1426,14.866891,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34844; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4844.0,Read,Holding,Registers,0.00034100000000059083,
1426,1427,14.867413,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34845; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4845.0,Write,Multiple,Registers,0.0005220000000001335,0.0009850000000000136
1427,1428,14.867876,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34845; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4845.0,Write,Multiple,Registers,0.0004629999999998802,
1428,1429,14.96812,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34846; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4846.0,Read,Discrete,Inputs,0.100244,0.10099499999999928
1430,1431,14.968871,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34846; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4846.0,Read,Discrete,Inputs,0.00075099999999928,
1431,1432,14.969529,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34847; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4847.0,Write,Multiple,Coils,0.0006579999999996033,0.0011399999999994748
1432,1433,14.970011,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34847; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4847.0,Write,Multiple,Coils,0.0004819999999998714,
1433,1434,14.97048,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34848; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4848.0,Read,Input,Registers,0.00046900000000071884,0.0008130000000008408
1434,1435,14.970824,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34848; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4848.0,Read,Input,Registers,0.000344000000000122,
1435,1436,14.971298,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34849; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4849.0,Read,Holding,Registers,0.00047400000000052955,0.0007959999999993528
1436,1437,14.97162,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34849; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4849.0,Read,Holding,Registers,0.00032199999999882323,
1437,1438,14.971965,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34850; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4850.0,Write,Multiple,Registers,0.00034500000000114994,0.0006740000000000634
1438,1439,14.972294,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34850; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4850.0,Write,Multiple,Registers,0.0003289999999989135,
1439,1440,15.072087,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34851; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4851.0,Read,Discrete,Inputs,0.09979300000000002,0.10042600000000057
1440,1441,15.07272,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34851; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4851.0,Read,Discrete,Inputs,0.0006330000000005498,
1441,1442,15.073089,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34852; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4852.0,Write,Multiple,Coils,0.00036899999999917554,0.000676000000000343
1442,1443,15.073396,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34852; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4852.0,Write,Multiple,Coils,0.00030700000000116745,
1443,1444,15.073971,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34853; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4853.0,Read,Input,Registers,0.0005749999999995481,0.0008679999999987587
1444,1445,15.074264,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34853; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4853.0,Read,Input,Registers,0.00029299999999921056,
1445,1446,15.074547,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34854; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4854.0,Read,Holding,Registers,0.0002830000000013655,0.0005680000000012342
1446,1447,15.074832,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34854; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4854.0,Read,Holding,Registers,0.0002849999999998687,
1447,1448,15.075234,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34855; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4855.0,Write,Multiple,Registers,0.0004019999999993473,0.0007539999999988112
1448,1449,15.075586,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34855; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4855.0,Write,Multiple,Registers,0.00035199999999946385,
1449,1450,15.175149,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34856; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4856.0,Read,Discrete,Inputs,0.09956299999999985,0.10134500000000024
1450,1451,15.176931,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34856; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4856.0,Read,Discrete,Inputs,0.0017820000000003944,
1451,1452,15.177316,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34857; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4857.0,Write,Multiple,Coils,0.00038499999999963563,0.0010150000000006543
1452,1453,15.177946,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34857; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4857.0,Write,Multiple,Coils,0.0006300000000010186,
1453,1454,15.17837,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34858; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4858.0,Read,Input,Registers,0.0004239999999988697,0.016750000000000043
1454,1455,15.194696,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34858; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4858.0,Read,Input,Registers,0.016326000000001173,
1455,1456,15.195301,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34859; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4859.0,Read,Holding,Registers,0.0006050000000001887,0.001250999999999891
1456,1457,15.195947,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34859; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4859.0,Read,Holding,Registers,0.0006459999999997024,
1457,1458,15.196566,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34860; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4860.0,Write,Multiple,Registers,0.0006190000000003693,0.0013600000000000279
1458,1459,15.197307,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34860; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4860.0,Write,Multiple,Registers,0.0007409999999996586,
1459,1460,15.297117,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34861; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4861.0,Read,Discrete,Inputs,0.09980999999999973,0.10066299999999906
1460,1461,15.29797,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34861; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4861.0,Read,Discrete,Inputs,0.0008529999999993265,
1461,1462,15.298617,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34862; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4862.0,Write,Multiple,Coils,0.0006470000000007303,0.0009950000000014114
1462,1463,15.298965,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34862; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4862.0,Write,Multiple,Coils,0.0003480000000006811,
1463,1464,15.299407,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34863; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4863.0,Read,Input,Registers,0.00044199999999960937,0.0007819999999991722
1464,1465,15.299747,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34863; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4863.0,Read,Input,Registers,0.0003399999999995629,
1465,1466,15.300236,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34864; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4864.0,Read,Holding,Registers,0.0004889999999999617,0.0009990000000001942
1466,1467,15.300746,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34864; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4864.0,Read,Holding,Registers,0.0005100000000002325,
1467,1468,15.301214,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34865; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4865.0,Write,Multiple,Registers,0.0004679999999996909,0.0009499999999995623
1468,1469,15.301696,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34865; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4865.0,Write,Multiple,Registers,0.0004819999999998714,
1469,1470,15.40207,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34866; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4866.0,Read,Discrete,Inputs,0.10037400000000041,0.1009019999999996
1470,1471,15.402598,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34866; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4866.0,Read,Discrete,Inputs,0.0005279999999991958,
1471,1472,15.402958,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34867; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4867.0,Write,Multiple,Coils,0.0003600000000005821,0.0006590000000006313
1472,1473,15.403257,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34867; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4867.0,Write,Multiple,Coils,0.0002990000000000492,
1473,1474,15.403536,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34868; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4868.0,Read,Input,Registers,0.0002790000000008064,0.0005659999999991783
1474,1475,15.403823,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34868; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4868.0,Read,Input,Registers,0.0002869999999983719,
1475,1476,15.404142,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34869; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4869.0,Read,Holding,Registers,0.00031900000000106843,0.0006260000000004595
1476,1477,15.404449,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34869; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4869.0,Read,Holding,Registers,0.0003069999999993911,
1477,1478,15.404766,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34870; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4870.0,Write,Multiple,Registers,0.0003170000000007889,0.00062400000000018
1478,1479,15.405073,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34870; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4870.0,Write,Multiple,Registers,0.0003069999999993911,
1479,1480,15.50504,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34871; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4871.0,Read,Discrete,Inputs,0.09996699999999947,0.10058899999999937
1480,1481,15.505662,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34871; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4871.0,Read,Discrete,Inputs,0.0006219999999999004,
1481,1482,15.505984,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34872; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4872.0,Write,Multiple,Coils,0.0003220000000005996,0.0009030000000009863
1482,1483,15.506565,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34872; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4872.0,Write,Multiple,Coils,0.0005810000000003868,
1483,1484,15.506857,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34873; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4873.0,Read,Input,Registers,0.00029199999999995896,0.0008809999999996876
1484,1485,15.507446,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34873; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4873.0,Read,Input,Registers,0.0005889999999997286,
1485,1486,15.507841,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34874; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4874.0,Read,Holding,Registers,0.0003950000000010334,0.0009639999999997428
1486,1487,15.50841,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34874; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4874.0,Read,Holding,Registers,0.0005689999999987094,
1487,1488,15.508685,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34875; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4875.0,Write,Multiple,Registers,0.00027500000000024727,0.000764000000000209
1488,1489,15.509174,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34875; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4875.0,Write,Multiple,Registers,0.0004889999999999617,
1489,1490,15.609058,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34876; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4876.0,Read,Discrete,Inputs,0.09988399999999942,0.10054400000000108
1490,1491,15.609718,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34876; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4876.0,Read,Discrete,Inputs,0.0006600000000016593,
1491,1492,15.610357,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34877; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4877.0,Write,Multiple,Coils,0.0006389999999996121,0.0011119999999991137
1492,1493,15.61083,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34877; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4877.0,Write,Multiple,Coils,0.0004729999999995016,
1493,1494,15.611098,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34878; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4878.0,Read,Input,Registers,0.000268000000000157,0.0006900000000005235
1494,1495,15.61152,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34878; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4878.0,Read,Input,Registers,0.0004220000000003665,
1495,1496,15.611857,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34879; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4879.0,Read,Holding,Registers,0.0003370000000000317,0.000738999999999379
1496,1497,15.612259,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34879; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4879.0,Read,Holding,Registers,0.0004019999999993473,
1497,1498,15.612596,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 34880; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4880.0,Write,Multiple,Registers,0.0003370000000000317,0.0008070000000000022
1498,1499,15.613066,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34880; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4880.0,Write,Multiple,Registers,0.00046999999999997044,
1499,1500,15.713065,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34881; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4881.0,Read,Discrete,Inputs,0.0999990000000004,0.10060400000000058
1500,1501,15.71367,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 34881; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4881.0,Read,Discrete,Inputs,0.0006050000000001887,
1501,1502,15.714333,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 34882; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4882.0,Write,Multiple,Coils,0.0006629999999994141,0.0010649999999987614
1502,1503,15.714735,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 34882; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4882.0,Write,Multiple,Coils,0.0004019999999993473,
1503,1504,15.715209,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34883; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4883.0,Read,Input,Registers,0.00047400000000052955,0.000945000000001528
1504,1505,15.71568,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 34883; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4883.0,Read,Input,Registers,0.0004710000000009984,
1505,1506,15.716307,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 34884; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4884.0,Read,Holding,Registers,0.0006269999999997111,0.0010369999999984003
